사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소
EMP0991,허수진,여,42,1985-12-06,851206-2635563,해당없음,2008-09-25,17,대졸,이화여자대학교,3.5,경력,정규직,롯데그룹,차장,영업관리,두리안정보기술,경기 판교,인사부,교육팀,3,부장,팀장,2,,,heosujin90@kakao.com,010-8840-7265,서울시 용산구 이태원동
EMP0992,김수아,여,28,1999-06-04,990604-2892708,해당없음,2023-02-10,3,고졸,,,경력,정규직,현대자동차,차장,인사관리,두리안정보기술,경기 판교,마케팅부,브랜드팀,1,사원,팀원,1,,,kimsua_work@nate.com,010-3777-3968,서울시 강남구 삼성동
EMP0993,유지우,여,31,1996-07-12,960712-2916043,해당없음,2021-08-28,4,대졸,고려대학교,3.1,추천,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,3,대리,팀원,1,,,yoojiwoo@daum.net,010-5428-3895,서울시 송파구 문정동
EMP0994,임우혁,남,51,1976-12-14,761214-1612531,군필,1999-01-10,27,대졸,단국대학교,3.3,공채,정규직,,,,두리안정보기술,경기 판교,기획부,,1,이사,본부장,3,,,limwoohyuk@gmail.com,010-4530-2234,경기도 고양시 일산동구 장항동
EMP0995,배승환,남,28,1999-12-22,991222-1196471,군필,2022-03-10,4,대학원졸,가천대학교,2.8,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,대리,팀원,1,,,baeseunghwan_work@nate.com,010-3826-4150,서울시 용산구 이태원동
EMP0996,구도현,남,24,2003-02-08,030208-3555904,미필,2026-04-10,0,고졸,,,인턴전환,계약직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,,,koodohyun_kr@naver.com,010-4218-4164,서울시 은평구 불광동
EMP0997,한민지,여,27,2000-04-23,000423-4678665,해당없음,2023-06-08,2,대졸,한양대학교,3.5,인턴전환,정규직,,,,두리안정보기술,서울 여의도,개발부,백엔드팀,1,대리,팀원,1,,,hanminji_dev@kakao.com,010-4161-7488,경기도 성남시 분당구 판교동
EMP0998,허도현,남,34,1993-05-22,930522-1457772,군필,2017-11-28,8,대졸,홍익대학교,3.7,경력,정규직,KT,대리,백엔드개발,두리안정보기술,경기 판교,영업부,국내영업팀,1,과장,팀장,1,,,heodohyun.4@kakao.com,010-3201-2944,서울시 서초구 서초동
EMP0999,이건우,남,33,1994-09-07,940907-1646109,군필,2017-10-20,8,대학원졸,전북대학교,3.4,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,과장,팀장,1,,,leegunwoo37@gmail.com,010-6860-9087,서울시 송파구 문정동
EMP1000,오하준,남,42,1985-10-11,851011-1313893,면제,2010-06-09,15,대학원졸,단국대학교,3.4,공채,계약직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,부장,팀원,2,,,ohhajun_kr@nate.com,010-4550-7821,서울시 강남구 역삼동
EMP1001,류예린,여,40,1987-04-21,870421-2687823,해당없음,2011-11-28,14,고졸,,,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,차장,팀원,2,,,ryuyerin@daum.net,010-6837-2593,서울시 은평구 불광동
EMP1002,한정우,남,29,1998-05-04,980504-1144923,군필,2023-11-26,2,대졸,광운대학교,3.4,공채,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,사원,팀원,1,,,hanjungwoo.9@hanmail.net,010-3341-6350,경기도 수원시 영통구 매탄동
EMP1003,심예은,여,24,2003-04-15,030415-4680441,해당없음,2025-08-01,0,대졸,한양대학교,3.4,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,사원,팀원,1,,,shimyeeun_kr@hanmail.net,010-6862-5987,서울시 서초구 서초동
EMP1004,엄도현,남,40,1987-12-19,871219-1717415,군필,2015-01-28,11,대학원졸,서강대학교,2.7,추천,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,차장,팀원,2,,,umdohyun_213@naver.com,010-5104-1619,인천시 부평구 부평동
EMP1005,공혜린,여,49,1978-02-13,780213-2629469,해당없음,2001-02-05,25,대졸,성균관대학교,2.5,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,,1,부장,본부장,2,권고사직,2011-12-07,konghyerin.3@gmail.com,010-8973-5322,인천시 부평구 부평동
EMP1006,홍도현,남,41,1986-11-01,861101-1466819,군필,2014-12-19,11,대졸,가천대학교,2.7,인턴전환,계약직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,과장,팀장,1,,,hongdohyun_work@hanmail.net,010-6853-7030,서울시 마포구 상암동
EMP1007,안지원,여,41,1986-08-07,860807-2640744,해당없음,2014-03-04,12,전문대졸,경북전문대학교,3.9,추천,정규직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,차장,팀원,2,,,ahnjiwon_880@gmail.com,010-4582-1990,서울시 서초구 방배동
EMP1008,정소희,여,24,2003-02-10,030210-4829632,해당없음,2026-02-07,0,전문대졸,명지전문대학,3.2,경력,정규직,삼성전자,과장,인사관리,두리안정보기술,서울 여의도,영업부,해외영업팀,1,사원,팀원,1,,,jungsohee_898@daum.net,010-1252-8337,서울시 영등포구 여의도동
EMP1009,민유진,여,34,1993-12-13,931213-2395650,해당없음,2022-12-15,3,대졸,경희대학교,2.7,추천,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,3,대리,팀원,1,,,minyujin31@daum.net,010-4805-4476,서울시 서초구 서초동
EMP1010,정미래,여,36,1991-11-10,911110-2320446,해당없음,2018-08-10,7,대졸,서울대학교,3.4,공채,계약직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,대리,팀원,1,,,jungmirae58@gmail.com,010-5606-8564,경기도 용인시 기흥구 영덕동
EMP1011,문서윤,여,41,1986-12-15,861215-2892495,해당없음,2020-06-21,5,대졸,아주대학교,3.4,인턴전환,계약직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,과장,팀원,1,,,moonseoyoon.2@naver.com,010-9024-8217,경기도 용인시 기흥구 영덕동
EMP1012,류재원,남,35,1992-09-24,920924-1859043,면제,2016-07-15,9,대졸,서강대학교,3.5,공채,계약직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀장,1,,,ryujaewon_kr@naver.com,010-1439-1322,서울시 강남구 논현동
EMP1013,서지민,여,57,1970-03-12,700312-2896183,해당없음,2000-03-16,26,대졸,서강대학교,3.1,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,,3,부장,대표이사,2,,,seojimin_617@naver.com,010-1840-5508,서울시 강남구 논현동
EMP1014,백정우,남,37,1990-07-11,900711-1868049,군필,2020-08-06,5,고졸,,,공채,정규직,,,,두리안정보기술,서울 여의도,개발부,백엔드팀,1,과장,팀원,1,,,baekjungwoo@hanmail.net,010-9517-5152,서울시 송파구 문정동
EMP1015,장예린,여,31,1996-02-24,960224-2453709,해당없음,2019-05-03,7,대졸,고려대학교,3.2,추천,계약직,,,,두리안정보기술,서울 강남,개발부,프론트팀,1,대리,팀원,1,,,jangyerin_795@gmail.com,010-9114-1764,서울시 강동구 천호동
EMP1016,강도윤,남,38,1989-09-15,890915-1708734,군필,2019-03-05,7,전문대졸,인하공업전문대학,3.2,추천,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀원,1,,,kangdoyoon36@daum.net,010-1724-5419,서울시 강동구 천호동
EMP1017,배민재,남,38,1989-11-20,891120-1894689,군필,2012-05-18,14,전문대졸,영진전문대학교,3.9,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,차장,팀원,2,,,baeminjae_dev@daum.net,010-5812-2352,경기도 고양시 일산동구 장항동
EMP1018,현현준,남,31,1996-10-22,961022-1721976,군필,2023-01-06,3,대졸,서강대학교,3.1,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,hyunhyunjun33@hanmail.net,010-2167-2890,서울시 강남구 논현동
EMP1019,하혜린,여,26,2001-03-22,010322-4981487,해당없음,2024-10-23,1,고졸,,,경력,정규직,현대자동차,대리,인사관리,두리안정보기술,서울 여의도,인사부,채용팀,3,사원,팀원,1,,,hahyerin64@hanmail.net,010-4293-4186,경기도 성남시 분당구 판교동
EMP1020,배지호,남,36,1991-09-13,910913-1574589,군필,2022-07-14,3,대졸,경희대학교,3.4,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,대리,팀원,1,,,baejiho_923@kakao.com,010-4730-3874,경기도 용인시 기흥구 영덕동
EMP1021,엄준혁,남,49,1978-05-06,780506-1660212,미필,2007-10-11,18,전문대졸,명지전문대학,3.9,경력,정규직,포스코,대리,데이터분석,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,부장,팀원,2,,,umjunhyuk_dev@daum.net,010-6395-3081,서울시 마포구 상암동
EMP1022,양세연,여,29,1998-03-23,980323-2542586,해당없음,2021-08-08,4,전문대졸,영진전문대학교,4.0,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,대리,팀원,1,,,yangseyeon_953@hanmail.net,010-7967-7981,서울시 강남구 역삼동
EMP1023,남지수,여,30,1997-08-03,970803-2873235,해당없음,2023-12-10,2,대학원졸,서강대학교,3.2,공채,계약직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,사원,팀원,1,,,namjisu86@hanmail.net,010-8255-7651,서울시 강남구 삼성동
EMP1024,장도현,남,31,1996-10-26,961026-1777074,군필,2021-10-23,4,대졸,한국외국어대학교,3.6,공채,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,대리,팀원,1,,,jangdohyun39@naver.com,010-2703-8433,서울시 용산구 이태원동
EMP1025,박현우,남,41,1986-06-01,860601-1341417,면제,2013-12-18,12,전문대졸,경북전문대학교,2.9,공채,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,차장,팀원,2,,,parkhyunwoo_187@nate.com,010-9288-3725,서울시 용산구 이태원동
EMP1026,조지영,여,35,1992-11-05,921105-2487078,해당없음,2019-03-23,7,대학원졸,국민대학교,3.0,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,jojiyoung39@naver.com,010-4555-9475,서울시 영등포구 여의도동
EMP1027,권준혁,남,35,1992-07-04,920704-1954905,군필,2015-07-03,10,고졸,,,공채,정규직,,,,두리안정보기술,경기 판교,개발부,AI팀,1,과장,팀장,1,,,kwonjunhyuk27@naver.com,010-1862-5470,서울시 강남구 논현동
EMP1028,한유진,여,25,2002-07-15,020715-4667806,해당없음,2025-02-21,1,대학원졸,가천대학교,3.5,추천,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,사원,팀원,1,,,hanyujin@daum.net,010-8209-7851,경기도 고양시 일산동구 장항동
EMP1029,우정우,남,28,1999-01-20,990120-1735933,군필,2025-06-22,0,전문대졸,경북전문대학교,2.8,공채,계약직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,woojungwoo.7@naver.com,010-3322-6473,경기도 용인시 기흥구 영덕동
EMP1030,권지영,여,47,1980-03-17,800317-2919771,해당없음,2008-07-13,17,전문대졸,명지전문대학,3.8,인턴전환,정규직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,부장,팀장,2,,,kwonjiyoung67@kakao.com,010-4348-5902,서울시 송파구 잠실동
EMP1031,전동현,남,42,1985-06-09,850609-1927697,군필,2008-03-03,18,대졸,숙명여자대학교,3.3,경력,계약직,삼성전자,과장,백엔드개발,두리안정보기술,서울 여의도,개발부,인프라팀,1,부장,팀장,2,,,jeondonghyun84@nate.com,010-6793-2613,인천시 부평구 부평동
EMP1032,이지영,여,27,2000-06-24,000624-4807203,해당없음,2024-07-04,1,전문대졸,영진전문대학교,2.6,추천,계약직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,사원,팀원,1,,,leejiyoung_455@kakao.com,010-9257-4076,인천시 부평구 부평동
EMP1033,안우혁,남,36,1991-05-11,910511-1793613,군필,2017-12-25,8,대졸,홍익대학교,2.8,경력,정규직,포스코,과장,재무회계,두리안정보기술,서울 여의도,기획부,사업기획팀,1,과장,팀장,1,,,ahnwoohyuk47@nate.com,010-8930-4185,서울시 마포구 합정동
EMP1034,천소희,여,57,1970-08-04,700804-2667979,해당없음,2006-12-27,19,고졸,,,경력,정규직,삼성전자,차장,영업관리,두리안정보기술,서울 강남,인사부,,3,부장,본부장,2,정년퇴직,2023-01-10,chunsohee95@hanmail.net,010-6184-4928,서울시 노원구 상계동
EMP1035,전나은,여,37,1990-11-07,901107-2124714,해당없음,2015-10-21,10,고졸,,,추천,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,차장,팀원,2,,,jeonnaeun.7@naver.com,010-6570-4859,경기도 고양시 일산동구 장항동
EMP1036,이성민,남,48,1979-09-06,790906-1911379,군필,2008-04-07,18,대졸,전남대학교,3.8,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,부장,팀원,2,,,leesungmin77@daum.net,010-2717-8638,서울시 강남구 역삼동
EMP1037,엄지후,남,25,2002-10-20,021020-3263327,군필,2025-08-11,0,전문대졸,경북전문대학교,3.4,경력,계약직,카카오,사원,백엔드개발,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,권고사직,2026-08-11,umjihoo_157@naver.com,010-1378-3960,서울시 마포구 상암동
EMP1038,조하은,여,33,1994-10-06,941006-2711807,해당없음,2020-09-20,5,대졸,서강대학교,3.8,공채,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,대리,팀원,1,,,johaeun_473@kakao.com,010-3873-6715,서울시 영등포구 여의도동
EMP1039,함예은,여,35,1992-07-14,920714-2627517,해당없음,2020-05-16,6,전문대졸,경북전문대학교,3.0,공채,계약직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,대리,팀원,1,,,hamyeeun.8@daum.net,010-1759-9936,서울시 강남구 삼성동
EMP1040,원소연,여,27,2000-04-17,000417-4856427,해당없음,2023-11-13,2,고졸,,,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,대리,팀원,1,,,wonsoyeon_dev@hanmail.net,010-8602-5318,경기도 고양시 일산동구 장항동
EMP1041,나하린,여,28,1999-06-09,990609-2846908,해당없음,2022-11-20,3,대졸,인하대학교,2.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,대리,팀원,1,,,naharin84@hanmail.net,010-1723-2077,경기도 수원시 영통구 매탄동
EMP1042,노재원,남,56,1971-02-04,710204-1914263,군필,1999-04-25,27,대졸,충남대학교,2.8,경력,정규직,KT,사원,백엔드개발,두리안정보기술,서울 여의도,영업부,,1,이사,본부장,3,,,nohjaewon77@nate.com,010-5910-3669,서울시 강남구 역삼동
EMP1043,강예은,여,30,1997-01-27,970127-2999274,해당없음,2024-05-19,2,대졸,한양대학교,3.6,공채,계약직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,사원,팀원,1,,,kangyeeun.3@daum.net,010-4358-7223,인천시 부평구 부평동
EMP1044,함하늘,여,41,1986-12-02,861202-2714839,해당없음,2014-08-15,11,대졸,충남대학교,3.7,공채,계약직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,차장,팀원,2,,,hamhaneul_310@hanmail.net,010-6670-7932,서울시 마포구 합정동
EMP1045,심지훈,남,39,1988-10-23,881023-1251573,군필,2015-12-09,10,대졸,덕성여자대학교,2.7,공채,계약직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,과장,팀원,1,,,shimjihoon.1@nate.com,010-2123-4145,서울시 마포구 상암동
EMP1046,공예준,남,33,1994-05-17,940517-1902016,군필,2019-01-10,7,대졸,명지대학교,3.1,공채,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,3,과장,팀장,1,,,kongyejun_919@kakao.com,010-9064-5518,서울시 마포구 합정동
EMP1047,박소희,여,29,1998-06-23,980623-2145672,해당없음,2023-10-06,2,전문대졸,경북전문대학교,2.8,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,사원,팀원,1,,,parksohee@nate.com,010-4491-7371,서울시 서초구 방배동
EMP1048,윤민재,남,46,1981-02-04,810204-1613273,군필,2011-11-28,14,대졸,가천대학교,2.5,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,부장,팀원,2,,,yoonminjae.4@daum.net,010-1031-5307,서울시 은평구 불광동
EMP1049,조다현,여,31,1996-06-16,960616-2837049,해당없음,2021-07-23,4,대학원졸,단국대학교,2.7,인턴전환,계약직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,대리,팀원,1,,,jodahyun_319@nate.com,010-8230-2998,서울시 노원구 상계동
EMP1050,임지유,여,28,1999-01-23,990123-2796298,해당없음,2022-06-25,3,고졸,,,경력,계약직,현대자동차,대리,영업관리,두리안정보기술,경기 판교,기획부,전략기획팀,1,대리,팀원,1,,,limjiyu_kr@hanmail.net,010-4099-8537,서울시 노원구 상계동
EMP1051,엄보미,여,30,1997-09-20,970920-2310212,해당없음,2025-03-03,1,대졸,인하대학교,3.6,인턴전환,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,사원,팀원,1,,,umbomi26@hanmail.net,010-8287-3090,경기도 용인시 기흥구 영덕동
EMP1052,송예준,남,41,1986-03-09,860309-1241940,군필,2019-03-10,7,대학원졸,건국대학교,2.8,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,3,과장,팀원,1,,,songyejun80@naver.com,010-5969-2826,경기도 고양시 일산동구 장항동
EMP1053,심준우,남,31,1996-03-02,960302-1244300,군필,2019-10-12,6,대졸,덕성여자대학교,2.6,경력,정규직,롯데그룹,과장,프론트엔드개발,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,shimjunwoo37@hanmail.net,010-6714-8724,서울시 강동구 천호동
EMP1054,우태호,남,39,1988-02-24,880224-1315565,군필,2012-08-21,13,대졸,숭실대학교,3.8,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,차장,팀원,2,,,wootaeho20@kakao.com,010-8444-5830,경기도 수원시 영통구 매탄동
EMP1055,엄지훈,남,26,2001-05-28,010528-3275493,미필,2024-03-11,2,대학원졸,홍익대학교,3.1,공채,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,사원,팀원,1,계약만료,2025-09-08,umjihoon.8@gmail.com,010-5546-6827,서울시 용산구 이태원동
EMP1056,현준서,남,29,1998-10-26,981026-1548998,군필,2021-01-12,5,고졸,,,추천,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,대리,팀원,1,,,hyunjunseo44@nate.com,010-6209-5586,서울시 마포구 상암동
EMP1057,김하린,여,27,2000-04-27,000427-4466415,해당없음,2023-12-09,2,대졸,세종대학교,3.3,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,대리,팀원,1,,,kimharin71@hanmail.net,010-5191-9105,경기도 성남시 분당구 정자동
EMP1058,최은별,여,41,1986-08-06,860806-2773720,해당없음,2014-07-26,11,대졸,숭실대학교,3.3,공채,정규직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,과장,팀장,1,,,choieunbyul_549@nate.com,010-7031-7318,서울시 마포구 합정동
EMP1059,정지현,여,36,1991-04-27,910427-2909521,해당없음,2017-01-12,9,대졸,한국외국어대학교,2.6,공채,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,과장,팀장,1,,,jungjihyun14@gmail.com,010-8535-2660,경기도 성남시 분당구 정자동
EMP1060,백하은,여,36,1991-12-08,911208-2808402,해당없음,2014-08-26,11,대졸,강원대학교,3.2,경력,계약직,롯데그룹,과장,재무회계,두리안정보기술,경기 판교,인사부,채용팀,3,차장,팀원,2,,,baekhaeun.1@daum.net,010-4992-8434,서울시 강남구 삼성동
EMP1061,노예준,남,25,2002-03-05,020305-3979544,군필,2026-03-25,0,대학원졸,홍익대학교,3.0,공채,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,3,사원,팀원,1,,,nohyejun.3@naver.com,010-3487-6944,서울시 서초구 서초동
EMP1062,안수아,여,41,1986-08-05,860805-2152849,해당없음,2010-02-14,16,고졸,,,인턴전환,정규직,,,,두리안정보기술,경기 판교,개발부,인프라팀,1,차장,팀원,2,,,ahnsua_274@kakao.com,010-4526-5015,서울시 노원구 상계동
EMP1063,권지호,남,43,1984-08-16,840816-1304789,미필,2011-05-17,15,고졸,,,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,채용팀,3,차장,팀원,2,권고사직,2026-03-07,kwonjiho63@kakao.com,010-3861-7198,서울시 강남구 삼성동
EMP1064,천재현,남,41,1986-02-21,860221-1983238,면제,2018-10-20,7,대졸,덕성여자대학교,3.8,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀장,1,,,chunjaehyun32@kakao.com,010-6249-5211,경기도 수원시 영통구 매탄동
EMP1065,장지영,여,36,1991-05-11,910511-2360925,해당없음,2021-07-23,4,고졸,,,공채,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,대리,팀원,1,,,jangjiyoung_457@naver.com,010-9582-7805,서울시 노원구 상계동
EMP1066,지하늘,여,36,1991-01-26,910126-2386603,해당없음,2018-03-22,8,대졸,서강대학교,3.5,추천,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,대리,팀원,1,자발적퇴직,2023-04-26,jihaneul46@hanmail.net,010-2051-7166,서울시 마포구 합정동
EMP1067,나하늘,여,29,1998-03-04,980304-2974735,해당없음,2023-12-20,2,대졸,광운대학교,2.6,공채,정규직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,사원,팀원,1,,,nahaneul51@gmail.com,010-6069-5038,서울시 강남구 논현동
EMP1068,남수현,남,31,1996-05-28,960528-1153594,미필,2026-05-04,0,대졸,서강대학교,3.7,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,사원,팀원,1,,,namsoohyun_352@hanmail.net,010-8935-3653,경기도 용인시 기흥구 영덕동
EMP1069,고세연,여,40,1987-03-06,870306-2503006,해당없음,2016-10-18,9,대졸,한국외국어대학교,2.7,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,과장,팀장,1,자발적퇴직,2021-02-28,koseyeon28@nate.com,010-3094-6675,서울시 노원구 상계동
EMP1070,구수현,남,38,1989-04-15,890415-1456299,미필,2012-07-23,13,대학원졸,한양대학교,3.0,경력,계약직,삼성전자,사원,영업관리,두리안정보기술,서울 강남,인사부,채용팀,3,차장,팀원,2,,,koosoohyun29@kakao.com,010-2121-4784,서울시 용산구 이태원동
EMP1071,문도현,남,50,1977-05-18,770518-1446569,군필,2010-01-12,16,대졸,경북대학교,3.7,추천,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,부장,팀장,2,,,moondohyun_dev@gmail.com,010-7288-7152,인천시 부평구 부평동
EMP1072,엄지후,남,49,1978-09-11,780911-1441141,군필,2006-12-13,19,대졸,홍익대학교,2.6,경력,정규직,쿠팡,과장,마케팅기획,두리안정보기술,경기 판교,영업부,국내영업팀,1,부장,팀장,2,,,umjihoo_938@nate.com,010-2013-8212,서울시 송파구 잠실동
EMP1073,강다현,여,35,1992-05-28,920528-2840074,해당없음,2015-06-09,10,대졸,한양대학교,3.6,추천,계약직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,과장,팀장,1,,,kangdahyun69@kakao.com,010-1913-8425,서울시 강남구 삼성동
EMP1074,고서준,남,37,1990-07-19,900719-1304990,군필,2017-07-02,8,고졸,,,추천,계약직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,과장,팀장,1,자발적퇴직,2023-03-21,koseojun41@gmail.com,010-3545-1126,경기도 성남시 분당구 정자동
EMP1075,조예진,여,39,1988-12-22,881222-2885802,해당없음,2015-10-07,10,대졸,서울대학교,3.3,경력,정규직,KT,차장,데이터분석,두리안정보기술,서울 여의도,인사부,교육팀,3,차장,팀원,2,,,joyejin.3@hanmail.net,010-4683-3753,경기도 성남시 분당구 정자동
EMP1076,배승환,남,28,1999-02-07,990207-1215041,군필,2022-08-07,3,대학원졸,강원대학교,2.7,경력,계약직,롯데그룹,차장,데이터분석,두리안정보기술,경기 판교,기획부,사업기획팀,1,대리,팀원,1,,,baeseunghwan78@naver.com,010-9765-2523,서울시 마포구 합정동
EMP1077,윤소희,여,27,2000-07-01,000701-4669692,해당없음,2023-04-10,3,대졸,인하대학교,3.0,추천,계약직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,대리,팀원,1,,,yoonsohee45@naver.com,010-6084-7213,서울시 노원구 상계동
EMP1078,성준혁,남,33,1994-12-24,941224-1484496,군필,2019-10-14,6,대졸,숙명여자대학교,3.8,추천,계약직,,,,두리안정보기술,서울 여의도,기획부,사업기획팀,1,대리,팀원,1,계약만료,2021-10-03,sungjunhyuk_937@hanmail.net,010-4819-4506,서울시 은평구 불광동
EMP1079,엄지영,여,35,1992-12-22,921222-2955150,해당없음,2018-02-02,8,대졸,전북대학교,3.3,공채,정규직,,,,두리안정보기술,서울 강남,영업부,국내영업팀,1,과장,팀장,1,,,umjiyoung@gmail.com,010-9217-5370,경기도 성남시 분당구 판교동
EMP1080,천유진,여,39,1988-06-28,880628-2665087,해당없음,2016-09-10,9,전문대졸,영진전문대학교,2.9,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,과장,팀장,1,,,chunyujin60@hanmail.net,010-9604-5942,서울시 서초구 방배동
EMP1081,이우진,남,30,1997-04-02,970402-1812728,군필,2024-01-21,2,대졸,연세대학교,2.6,경력,정규직,LG전자,대리,영업관리,두리안정보기술,경기 판교,인사부,교육팀,3,사원,팀원,1,,,leewoojin36@hanmail.net,010-8278-7527,서울시 강남구 논현동
EMP1082,원동현,남,37,1990-02-21,900221-1426959,군필,2017-07-05,8,전문대졸,경북전문대학교,3.6,인턴전환,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,,,wondonghyun14@nate.com,010-5121-4003,서울시 송파구 잠실동
EMP1083,방지원,여,25,2002-11-05,021105-4739315,해당없음,2025-05-27,0,대졸,충남대학교,3.7,공채,정규직,,,,두리안정보기술,경기 판교,개발부,AI팀,1,사원,팀원,1,,,bangjiwon_239@gmail.com,010-6581-2423,경기도 성남시 분당구 판교동
EMP1084,이지영,여,50,1977-04-05,770405-2976496,해당없음,2005-04-03,21,대졸,광운대학교,3.5,추천,정규직,,,,두리안정보기술,서울 강남,개발부,AI팀,1,부장,팀장,2,,,leejiyoung69@gmail.com,010-3915-2078,경기도 고양시 일산동구 장항동
EMP1085,원재현,남,31,1996-08-01,960801-1544212,군필,2023-12-24,2,대졸,한국외국어대학교,3.4,추천,정규직,,,,두리안정보기술,서울 여의도,개발부,백엔드팀,1,사원,팀원,1,,,wonjaehyun94@hanmail.net,010-5981-9375,경기도 성남시 분당구 판교동
EMP1086,구다은,여,43,1984-10-05,841005-2582863,해당없음,2011-04-24,15,고졸,,,경력,정규직,네이버,차장,인사관리,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,부장,팀장,2,,,koodaeun_267@nate.com,010-7118-1049,경기도 고양시 일산동구 장항동
